arm,dataset,seq_len,pred_len,seed,status,val_mse,mse,mae,cut_freq,periods,exit_code,job_id,log_file
phase4_asx_period_multi,electricity,720,96,2026,ok,0.1156391,0.13718169927597046,0.23702199757099152,181,24+168,0,28338781,logs/AsySpecX_phase4/phase4_asx_period_multi_electricity_sl720_pl96_sd2026.log
phase4_asx_period_multi,weather,720,192,2024,ok,0.4329538,0.19658006727695465,0.25009042024612427,31,144,0,28338761,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl192_sd2024.log
phase4_asx_period_multi,weather,720,192,2025,ok,0.438745,0.1977842152118683,0.2514657974243164,31,144,0,28338766,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl192_sd2025.log
phase4_asx_period_multi,weather,720,192,2026,ok,0.4425894,0.19842177629470825,0.25094109773635864,31,144,0,28338770,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl192_sd2026.log
phase4_asx_period_multi,weather,720,336,2024,ok,0.49715,0.24751578271389008,0.28827881813049316,31,144,0,28338763,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl336_sd2024.log
phase4_asx_period_multi,weather,720,336,2025,ok,0.4994344,0.24985799193382263,0.29037103056907654,31,144,0,28338767,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl336_sd2025.log
phase4_asx_period_multi,weather,720,336,2026,ok,0.5005974,0.25076359510421753,0.29083994030952454,31,144,0,28338771,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl336_sd2026.log
phase4_asx_period_multi,weather,720,720,2024,ok,0.5889736,0.3134722411632538,0.3358619213104248,31,144,0,28338764,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl720_sd2024.log
phase4_asx_period_multi,weather,720,720,2025,ok,0.5955095,0.3103782832622528,0.33450865745544434,31,144,0,28338768,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl720_sd2025.log
phase4_asx_period_multi,weather,720,720,2026,ok,0.5894603,0.3156276345252991,0.33776235580444336,31,144,0,28338772,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl720_sd2026.log
phase4_asx_period_multi,weather,720,96,2024,ok,0.3888871,0.15065674483776093,0.2079142928123474,31,144,0,28338760,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl96_sd2024.log
phase4_asx_period_multi,weather,720,96,2025,ok,0.388993,0.15264052152633667,0.20875701308250427,31,144,0,28338765,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl96_sd2025.log
phase4_asx_period_multi,weather,720,96,2026,ok,0.3847079,0.15235686302185059,0.21088312566280365,31,144,0,28338769,logs/AsySpecX_phase4/phase4_asx_period_multi_weather_sl720_pl96_sd2026.log
phase4_asx_period_single,electricity,720,192,2024,ok,0.127568,0.15182526409626007,0.2490614503622055,181,24+168,0,28338749,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl192_sd2024.log
phase4_asx_period_single,electricity,720,192,2025,ok,0.1280822,0.15236665308475494,0.24988292157649994,181,24+168,0,28338753,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl192_sd2025.log
phase4_asx_period_single,electricity,720,192,2026,ok,0.1284148,0.15264832973480225,0.2504502236843109,181,24+168,0,28338757,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl192_sd2026.log
phase4_asx_period_single,electricity,720,336,2024,ok,0.1426132,0.1669027954339981,0.2643187940120697,181,24+168,0,28338750,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl336_sd2024.log
phase4_asx_period_single,electricity,720,336,2025,ok,0.143003,0.16736151278018951,0.26440122723579407,181,24+168,0,28338754,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl336_sd2025.log
phase4_asx_period_single,electricity,720,336,2026,ok,0.142867,0.16691282391548157,0.2643808424472809,181,24+168,0,28338758,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl336_sd2026.log
phase4_asx_period_single,electricity,720,720,2024,ok,0.1745868,0.20415838062763214,0.2940279543399811,181,24+168,0,28338751,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl720_sd2024.log
phase4_asx_period_single,electricity,720,720,2025,ok,0.1742017,0.2027169167995453,0.29313984513282776,181,24+168,0,28338755,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl720_sd2025.log
phase4_asx_period_single,electricity,720,720,2026,ok,0.1747993,0.20422030985355377,0.2952868938446045,181,24+168,0,28338759,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl720_sd2026.log
phase4_asx_period_single,electricity,720,96,2024,ok,0.1169195,0.13898645341396332,0.2393018901348114,181,24+168,0,28338748,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl96_sd2024.log
phase4_asx_period_single,electricity,720,96,2025,ok,0.1169653,0.13904236257076263,0.2393023520708084,181,24+168,0,28338752,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl96_sd2025.log
phase4_asx_period_single,electricity,720,96,2026,ok,0.1158186,0.1373506337404251,0.2373502552509308,181,24+168,0,28338756,logs/AsySpecX_phase4/phase4_asx_period_single_electricity_sl720_pl96_sd2026.log
phase4_asx_period_single,weather,720,192,2024,ok,0.4331262,0.1967543363571167,0.25036415457725525,31,144,0,28338737,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl192_sd2024.log
phase4_asx_period_single,weather,720,192,2025,ok,0.4384284,0.19770391285419464,0.25143295526504517,31,144,0,28338741,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl192_sd2025.log
phase4_asx_period_single,weather,720,192,2026,ok,0.4426442,0.19854672253131866,0.25118279457092285,31,144,0,28338745,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl192_sd2026.log
phase4_asx_period_single,weather,720,336,2024,ok,0.4972134,0.24765731394290924,0.2885047495365143,31,144,0,28338738,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl336_sd2024.log
phase4_asx_period_single,weather,720,336,2025,ok,0.4996524,0.25006139278411865,0.29065755009651184,31,144,0,28338742,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl336_sd2025.log
phase4_asx_period_single,weather,720,336,2026,ok,0.5007435,0.2509640157222748,0.2911268174648285,31,144,0,28338746,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl336_sd2026.log
phase4_asx_period_single,weather,720,720,2024,ok,0.5890063,0.31350770592689514,0.3359076678752899,31,144,0,28338739,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl720_sd2024.log
phase4_asx_period_single,weather,720,720,2025,ok,0.5955165,0.31038588285446167,0.3345489799976349,31,144,0,28338743,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl720_sd2025.log
phase4_asx_period_single,weather,720,720,2026,ok,0.5894999,0.3156142234802246,0.3378054201602936,31,144,0,28338747,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl720_sd2026.log
phase4_asx_period_single,weather,720,96,2024,ok,0.3890858,0.15080879628658295,0.20823067426681519,31,144,0,28338736,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl96_sd2024.log
phase4_asx_period_single,weather,720,96,2025,ok,0.3889771,0.15272855758666992,0.20905260741710663,31,144,0,28338740,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl96_sd2025.log
phase4_asx_period_single,weather,720,96,2026,ok,0.3850299,0.15260644257068634,0.21145524084568024,31,144,0,28338744,logs/AsySpecX_phase4/phase4_asx_period_single_weather_sl720_pl96_sd2026.log
