arm,seeds,val_mse_mean,val_mse_std,test_mse_mean,test_mse_std,test_mae_mean,test_mae_std,test_wins_vs_real_sm,mean_test_delta_vs_real_sm,mean_test_delta_vs_real_sm_pct,mean_val_delta_vs_real_sm,n_param,peak_cuda_mb,t_train_mean,t_inf_mean,phase_abs_max_mean,fixed_train_ratio_vs_real_sm,fixed_inference_ratio_vs_real_sm,fixed_peak_memory_ratio_vs_real_sm,stable_win
fk_sm4_mode,3,0.6852741,0.0002264428110288867,0.34171129266421,0.00016722830183901099,0.33837175369262695,0.000107064795131823,0,0.0,0.0,0.0,75986,139.23,402.31649999999996,4.2523,,1.0,1.0,1.0,0
fk_sm4_ph4_h,3,0.6852451333333333,0.0002232552102166758,0.34168505668640137,0.0001661174998232647,0.3383471667766571,0.00010445150104154816,3,-2.6235977808652944e-05,-0.007677819952656151,-2.896666666674097e-05,76018,139.46,395.69173333333333,5.4120333333333335,0.6788241068522135,1.044112698283828,1.0619607481095916,1.005562162243531,1
