run_tag,arm,dataset,seq_len,pred_len,seed,cut_freq,cycle,periods,status,exit_code,job_id,n_param,val_mse,mse,mae,t_train,t_inf,peak_cuda_mb,log_file,summary_file,val_mse_seg0,val_mse_seg1,val_mse_seg2,val_mse_seg3
phase10wc_0712v1,ind_cycle_full_direct_res,weather,96,192,2026,13,144,144,ok,0,28661183,44814,0.4686733,0.20660416781902313,0.24600794911384583,387.3778,2.7659,90.56,logs/AsySpecX_phase10/phase10wc_0712v1_ind_cycle_full_direct_res_weather_sl96_pl192_cf13_sd2026.log,phase10_results/weather_combo_0712v1/ind_cycle_full_direct_res/weather/sl96_pl192_cf13_sd2026/run_summary.json,0.2262227,0.8503592,0.2991837,0.5006
phase10wh25_0712v1,ind_cycle_full_direct_res,weather,96,192,2024,25,144,144,ok,0,28661590,103782,0.4676717,0.206168532371521,0.24564199149608612,357.8438,2.9926,91.61,logs/AsySpecX_phase10/phase10wh25_0712v1_ind_cycle_full_direct_res_weather_sl96_pl192_cf25_sd2024.log,phase10_results/confirm_weather_h192_cf25_0712v1/ind_cycle_full_direct_res/weather/sl96_pl192_cf25_sd2024/run_summary.json,0.2265237,0.8486409,0.2986616,0.5013492
phase10wh25_0712v1,ind_cycle_full_direct_res,weather,96,192,2025,25,144,144,ok,0,28661591,103782,0.4664106,0.2059183418750763,0.24540509283542633,423.4274,2.9886,91.61,logs/AsySpecX_phase10/phase10wh25_0712v1_ind_cycle_full_direct_res_weather_sl96_pl192_cf25_sd2025.log,phase10_results/confirm_weather_h192_cf25_0712v1/ind_cycle_full_direct_res/weather/sl96_pl192_cf25_sd2025/run_summary.json,0.2255188,0.8483237,0.2986443,0.5010517
phase10wcf_0712v1,ind_cycle_full_direct_res,weather,96,192,2026,25,144,144,ok,0,28661477,103782,0.4674463,0.20607846975326538,0.24552282691001892,422.8659,2.7583,91.61,logs/AsySpecX_phase10/phase10wcf_0712v1_ind_cycle_full_direct_res_weather_sl96_pl192_cf25_sd2026.log,phase10_results/weather_cutoff_combo_0712v1/ind_cycle_full_direct_res/weather/sl96_pl192_cf25_sd2026/run_summary.json,0.2257487,0.8489808,0.2986796,0.5012116
phase10_0712v1,ind,weather,96,336,2026,5,144,144,ok,0,28661028,5586,0.5775665,0.2715894281864166,0.29532232880592346,407.6863,2.865,99.79,logs/AsySpecX_phase10/phase10_0712v1_ind_weather_sl96_pl336_cf5_sd2026.log,phase10_results/screen_0712v1/ind/weather/sl96_pl336_cf5_sd2026/run_summary.json,0.3688513,0.968563,0.3468102,0.6272726
phase10_0712v1,ind,weather,96,336,2026,13,144,144,ok,0,28661030,34146,0.5728652,0.2695579528808594,0.2935292720794678,391.5174,2.8101,99.26,logs/AsySpecX_phase10/phase10_0712v1_ind_weather_sl96_pl336_cf13_sd2026.log,phase10_results/screen_0712v1/ind/weather/sl96_pl336_cf13_sd2026/run_summary.json,0.3627112,0.9640065,0.3441626,0.6244593
phase10_0712v1,ind,weather,96,336,2026,25,144,144,ok,0,28661032,122346,0.5712916,0.2688977122306824,0.2927792966365814,353.3499,2.7594,102.09,logs/AsySpecX_phase10/phase10_0712v1_ind_weather_sl96_pl336_cf25_sd2026.log,phase10_results/screen_0712v1/ind/weather/sl96_pl336_cf25_sd2026/run_summary.json,0.3599533,0.9617821,0.3431579,0.6234614
phase10_0712v1,ind_cycle_full,weather,96,336,2026,13,144,144,ok,0,28661034,37170,0.5565365,0.26434749364852905,0.28800755739212036,400.3397,2.9427,104.59,logs/AsySpecX_phase10/phase10_0712v1_ind_cycle_full_weather_sl96_pl336_cf13_sd2026.log,phase10_results/screen_0712v1/ind_cycle_full/weather/sl96_pl336_cf13_sd2026/run_summary.json,0.3283999,0.9519621,0.3300006,0.6197231
phase10wcm_0712v1,ind_cycle_full_direct_res,weather,96,336,2024,13,144,144,ok,0,28661340,70098,0.5555439,0.26333391666412354,0.2873048484325409,303.4093,2.9558,107.62,logs/AsySpecX_phase10/phase10wcm_0712v1_ind_cycle_full_direct_res_weather_sl96_pl336_cf13_sd2024.log,phase10_results/confirm_weather_combo_mid_0712v1/ind_cycle_full_direct_res/weather/sl96_pl336_cf13_sd2024/run_summary.json,0.3278466,0.950515,0.3292106,0.6168202
phase10wcm_0712v1,ind_cycle_full_direct_res,weather,96,336,2025,13,144,144,ok,0,28661341,70098,0.5551118,0.2632727026939392,0.28724029660224915,333.8185,3.0148,107.62,logs/AsySpecX_phase10/phase10wcm_0712v1_ind_cycle_full_direct_res_weather_sl96_pl336_cf13_sd2025.log,phase10_results/confirm_weather_combo_mid_0712v1/ind_cycle_full_direct_res/weather/sl96_pl336_cf13_sd2025/run_summary.json,0.3278606,0.950443,0.3292248,0.6166279
phase10wc_0712v1,ind_cycle_full_direct_res,weather,96,336,2026,13,144,144,ok,0,28661184,70098,0.5547364,0.2629930078983307,0.28690463304519653,425.4982,3.1896,107.62,logs/AsySpecX_phase10/phase10wc_0712v1_ind_cycle_full_direct_res_weather_sl96_pl336_cf13_sd2026.log,phase10_results/weather_combo_0712v1/ind_cycle_full_direct_res/weather/sl96_pl336_cf13_sd2026/run_summary.json,0.3267378,0.9503365,0.3290524,0.6167426
phase10wcf_0712v1,ind_cycle_full_direct_res,weather,96,336,2026,25,144,144,ok,0,28661478,158298,0.5547268,0.2630480229854584,0.28695669770240784,319.5303,3.0463,109.85,logs/AsySpecX_phase10/phase10wcf_0712v1_ind_cycle_full_direct_res_weather_sl96_pl336_cf25_sd2026.log,phase10_results/weather_cutoff_combo_0712v1/ind_cycle_full_direct_res/weather/sl96_pl336_cf25_sd2026/run_summary.json,0.3274718,0.9493197,0.3288738,0.6161731
phase10_0712v1,ind_direct_res,weather,96,336,2026,13,144,144,ok,0,28661036,67074,0.5680505,0.26797181367874146,0.2909613251686096,410.8472,3.0175,103.95,logs/AsySpecX_phase10/phase10_0712v1_ind_direct_res_weather_sl96_pl336_cf13_sd2026.log,phase10_results/screen_0712v1/ind_direct_res/weather/sl96_pl336_cf13_sd2026/run_summary.json,0.3503375,0.9627321,0.3402738,0.6227618
phase10_0712v1,ind_dlinear_res,weather,96,336,2026,13,144,144,ok,0,28661038,99666,0.5679935,0.2679513692855835,0.2909300625324249,416.405,2.8624,106.54,logs/AsySpecX_phase10/phase10_0712v1_ind_dlinear_res_weather_sl96_pl336_cf13_sd2026.log,phase10_results/screen_0712v1/ind_dlinear_res/weather/sl96_pl336_cf13_sd2026/run_summary.json,0.3503147,0.9625958,0.3402464,0.6227198
phase10wc_0712v1,ind_cycle_full_direct_res,weather,96,720,2026,13,144,144,ok,0,28661185,138306,0.6847635,0.34245580434799194,0.338573694229126,482.6336,3.7566,143.99,logs/AsySpecX_phase10/phase10wc_0712v1_ind_cycle_full_direct_res_weather_sl96_pl720_cf13_sd2026.log,phase10_results/weather_combo_0712v1/ind_cycle_full_direct_res/weather/sl96_pl720_cf13_sd2026/run_summary.json,0.6177521,1.057235,0.4162231,0.6497154
