arm,dataset,seq_len,pred_len,seed,status,val_mse,mse,mae,exit_code,job_id,log_file
phase3_fits_individual,weather,720,336,2027,ok,0.5032219,0.2405073642730713,0.28201237320899963,0,28331975,logs/AsySpecX_phase3/phase3_fits_individual_weather_sl720_pl336_sd2027.log
phase3_fits_individual,weather,720,720,2026,ok,0.5957321,0.3096681237220764,0.3318565785884857,0,28331972,logs/AsySpecX_phase3/phase3_fits_individual_weather_sl720_pl720_sd2026.log
phase3_fits_individual,weather,720,720,2027,ok,0.5957997,0.3097729980945587,0.3319477438926697,0,28331976,logs/AsySpecX_phase3/phase3_fits_individual_weather_sl720_pl720_sd2027.log
phase3_fits_individual,weather,720,96,2026,ok,0.3819792,0.14803440868854523,0.2022281140089035,0,28331969,logs/AsySpecX_phase3/phase3_fits_individual_weather_sl720_pl96_sd2026.log
phase3_fits_individual,weather,720,96,2027,ok,0.3825362,0.14791370928287506,0.20193377137184143,0,28331973,logs/AsySpecX_phase3/phase3_fits_individual_weather_sl720_pl96_sd2027.log
phase3_fits_shared,electricity,720,192,2026,ok,0.1319828,0.15637065470218658,0.25602319836616516,0,28331962,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl192_sd2026.log
phase3_fits_shared,electricity,720,192,2027,ok,0.1318487,0.1562717705965042,0.2558671832084656,0,28331966,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl192_sd2027.log
phase3_fits_shared,electricity,720,336,2026,ok,0.1473911,0.17192348837852478,0.27126985788345337,0,28331963,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl336_sd2026.log
phase3_fits_shared,electricity,720,336,2027,ok,0.1473228,0.1719234734773636,0.27129754424095154,0,28331967,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl336_sd2027.log
phase3_fits_shared,electricity,720,720,2026,ok,0.1804892,0.21030211448669434,0.3026565611362457,0,28331964,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl720_sd2026.log
phase3_fits_shared,electricity,720,720,2027,ok,0.1805423,0.21029391884803772,0.3027016818523407,0,28331968,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl720_sd2027.log
phase3_fits_shared,electricity,720,96,2026,ok,0.1196416,0.14176978170871735,0.24347072839736938,0,28331961,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl96_sd2026.log
phase3_fits_shared,electricity,720,96,2027,ok,0.1196598,0.14180628955364227,0.24352534115314484,0,28331965,logs/AsySpecX_phase3/phase3_fits_shared_electricity_sl720_pl96_sd2027.log
phase3_fits_shared,weather,720,192,2026,ok,0.4766179,0.21521611511707306,0.2632629871368408,0,28331954,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl192_sd2026.log
phase3_fits_shared,weather,720,192,2027,ok,0.4761227,0.21508704125881195,0.26319122314453125,0,28331958,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl192_sd2027.log
phase3_fits_shared,weather,720,336,2026,ok,0.5363882,0.25974637269973755,0.2965053617954254,0,28331955,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl336_sd2026.log
phase3_fits_shared,weather,720,336,2027,ok,0.5368236,0.25966694951057434,0.2964023947715759,0,28331959,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl336_sd2027.log
phase3_fits_shared,weather,720,720,2026,ok,0.6164476,0.3213790953159332,0.34002137184143066,0,28331956,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl720_sd2026.log
phase3_fits_shared,weather,720,720,2027,ok,0.6162913,0.32137954235076904,0.34004372358322144,0,28331960,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl720_sd2027.log
phase3_fits_shared,weather,720,96,2026,ok,0.418738,0.17361102998256683,0.22947925329208374,0,28331953,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl96_sd2026.log
phase3_fits_shared,weather,720,96,2027,ok,0.4173361,0.1736091822385788,0.229510098695755,0,28331957,logs/AsySpecX_phase3/phase3_fits_shared_weather_sl720_pl96_sd2027.log
phase3_fits_shared_revin_affine,electricity,720,192,2026,ok,0.1319802,0.15653347969055176,0.2560368478298187,0,28332010,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl192_sd2026.log
phase3_fits_shared_revin_affine,electricity,720,192,2027,ok,0.1318457,0.15643566846847534,0.255881130695343,0,28332014,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl192_sd2027.log
phase3_fits_shared_revin_affine,electricity,720,336,2026,ok,0.1472663,0.1723969280719757,0.271323561668396,0,28332011,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl336_sd2026.log
phase3_fits_shared_revin_affine,electricity,720,336,2027,ok,0.1471922,0.17239630222320557,0.271352618932724,0,28332015,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl336_sd2027.log
phase3_fits_shared_revin_affine,electricity,720,720,2026,ok,0.1791625,0.2110852301120758,0.30259251594543457,0,28332012,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl720_sd2026.log
phase3_fits_shared_revin_affine,electricity,720,720,2027,ok,0.1791945,0.21107231080532074,0.30264729261398315,0,28332016,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl720_sd2027.log
phase3_fits_shared_revin_affine,electricity,720,96,2026,ok,0.1196759,0.14181451499462128,0.24348507821559906,0,28332009,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl96_sd2026.log
phase3_fits_shared_revin_affine,electricity,720,96,2027,ok,0.1196957,0.14182688295841217,0.24351154267787933,0,28332013,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_electricity_sl720_pl96_sd2027.log
phase3_fits_shared_revin_affine,weather,720,192,2026,ok,0.4747577,0.21461637318134308,0.26155513525009155,0,28332002,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl192_sd2026.log
phase3_fits_shared_revin_affine,weather,720,192,2027,ok,0.4742742,0.21449528634548187,0.2614962160587311,0,28332006,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl192_sd2027.log
phase3_fits_shared_revin_affine,weather,720,336,2026,ok,0.533946,0.25898855924606323,0.29433417320251465,0,28332003,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl336_sd2026.log
phase3_fits_shared_revin_affine,weather,720,336,2027,ok,0.5344346,0.2589355707168579,0.29426074028015137,0,28332007,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl336_sd2027.log
phase3_fits_shared_revin_affine,weather,720,720,2026,ok,0.616508,0.32169097661972046,0.3382122218608856,0,28332004,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl720_sd2026.log
phase3_fits_shared_revin_affine,weather,720,720,2027,ok,0.6164178,0.32170990109443665,0.33825773000717163,0,28332008,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl720_sd2027.log
phase3_fits_shared_revin_affine,weather,720,96,2026,ok,0.4170283,0.17321616411209106,0.22830088436603546,0,28332001,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl96_sd2026.log
phase3_fits_shared_revin_affine,weather,720,96,2027,ok,0.4156331,0.1732194423675537,0.22835470736026764,0,28332005,logs/AsySpecX_phase3/phase3_fits_shared_revin_affine_weather_sl720_pl96_sd2027.log
phase3_fits_shared_subtract_last,electricity,720,192,2026,ok,0.1335522,0.15758726000785828,0.25788363814353943,0,28332042,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl192_sd2026.log
phase3_fits_shared_subtract_last,electricity,720,192,2027,ok,0.1325517,0.15663626790046692,0.25664767622947693,0,28332046,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl192_sd2027.log
phase3_fits_shared_subtract_last,electricity,720,336,2026,ok,0.149088,0.17312507331371307,0.2730964124202728,0,28332043,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl336_sd2026.log
phase3_fits_shared_subtract_last,electricity,720,336,2027,ok,0.1488265,0.17292556166648865,0.2729118764400482,0,28332047,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl336_sd2027.log
phase3_fits_shared_subtract_last,electricity,720,720,2026,ok,0.1847175,0.21367697417736053,0.30677658319473267,0,28332044,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl720_sd2026.log
phase3_fits_shared_subtract_last,electricity,720,720,2027,ok,0.1835952,0.21274521946907043,0.30570554733276367,0,28332048,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl720_sd2027.log
