task_id,family,model,dataset,seq_len,pred_len,seed,source_status,completion_status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,t_train,t_inf,forward_ms_per_sample,test_peak_gpu_mem_mb,train_peak_gpu_mem_mb,n_test_samples,result_dir,checkpoint_path,metrics_path,audit_error
131,phaseformer,PhaseFormer,PEMS08,96,96,2021,not_available,ok,0.765168846037587,0.5992468209399484,4.000307915516138,0.8747393017565788,2960,,,374.54471373558044,2.5341386795043945,0.24146841886111453,43.84912109375,97.251953125,3476,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l96_h96_s2021_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l96_h96_s2021_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l96_h96_s2021_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2021/metrics_summary.csv,
132,phaseformer,PhaseFormer,PEMS08,720,12,2021,not_available,ok,0.08976658210908406,0.18649451608552392,1.5176801568292682,0.2996107176138465,4197,,,418.9152708053589,3.594841241836548,0.2612765423977732,54.6748046875,108.95751953125,3560,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h12_s2021_PhaseFormer_PEMS_ftM_sl720_pl12_cycle288_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h12_s2021_PhaseFormer_PEMS_ftM_sl720_pl12_cycle288_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h12_s2021_PhaseFormer_PEMS_ftM_sl720_pl12_cycle288_seed2021/metrics_summary.csv,
133,phaseformer,PhaseFormer,PEMS08,720,24,2021,not_available,ok,0.12305073972216103,0.21256708086024254,1.6994533034205077,0.35078588871583904,4206,,,425.24053263664246,3.6796300411224365,0.26208068860491074,54.98583984375,109.14453125,3548,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h24_s2021_PhaseFormer_PEMS_ftM_sl720_pl24_cycle288_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h24_s2021_PhaseFormer_PEMS_ftM_sl720_pl24_cycle288_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h24_s2021_PhaseFormer_PEMS_ftM_sl720_pl24_cycle288_seed2021/metrics_summary.csv,
134,phaseformer,PhaseFormer,PEMS08,720,48,2021,not_available,ok,0.19218243424175233,0.2465785358603656,1.912105871336505,0.4383861702218175,4224,,,448.1186330318451,4.014216423034668,0.29137641773955575,55.6103515625,109.52001953125,3524,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h48_s2021_PhaseFormer_PEMS_ftM_sl720_pl48_cycle288_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h48_s2021_PhaseFormer_PEMS_ftM_sl720_pl48_cycle288_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h48_s2021_PhaseFormer_PEMS_ftM_sl720_pl48_cycle288_seed2021/metrics_summary.csv,
135,phaseformer,PhaseFormer,PEMS08,720,96,2021,not_available,ok,0.278764932656823,0.28208792660716764,2.1928473558687682,0.5279819434950621,4260,,,427.805447101593,3.9297008514404297,0.265101691661349,56.85986328125,110.271484375,3476,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h96_s2021_PhaseFormer_PEMS_ftM_sl720_pl96_cycle288_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h96_s2021_PhaseFormer_PEMS_ftM_sl720_pl96_cycle288_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_PEMS08_l720_h96_s2021_PhaseFormer_PEMS_ftM_sl720_pl96_cycle288_seed2021/metrics_summary.csv,
136,phaseformer,PhaseFormer,traffic,96,96,2021,not_available,ok,0.4963602239957273,0.2920030341237185,2.893881627287603,0.7045283699012604,34632,,,897.3539266586304,5.292999505996704,0.5911977157974165,176.56689453125,516.98193359375,3413,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h96_s2021_PhaseFormer_custom_ftM_sl96_pl96_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h96_s2021_PhaseFormer_custom_ftM_sl96_pl96_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h96_s2021_PhaseFormer_custom_ftM_sl96_pl96_cycle168_seed2021/metrics_summary.csv,
137,phaseformer,PhaseFormer,traffic,96,192,2021,not_available,ok,0.46637023062658955,0.27260380709664556,2.588512577106731,0.6829130476324123,269832,,,880.6633288860321,6.3269383907318115,0.7146775518171433,542.69921875,1124.25537109375,3317,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h192_s2021_PhaseFormer_custom_ftM_sl96_pl192_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h192_s2021_PhaseFormer_custom_ftM_sl96_pl192_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h192_s2021_PhaseFormer_custom_ftM_sl96_pl192_cycle168_seed2021/metrics_summary.csv,
138,phaseformer,PhaseFormer,traffic,96,336,2021,not_available,ok,0.48164954301820895,0.2796298620689192,2.613118874077371,0.6940097571491405,270606,,,1009.9587700366974,7.255884647369385,0.7289704396203043,551.97509765625,1129.7373046875,3173,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h336_s2021_PhaseFormer_custom_ftM_sl96_pl336_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h336_s2021_PhaseFormer_custom_ftM_sl96_pl336_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h336_s2021_PhaseFormer_custom_ftM_sl96_pl336_cycle168_seed2021/metrics_summary.csv,
139,phaseformer,PhaseFormer,traffic,96,720,2021,not_available,ok,0.5124392730710207,0.2978255347171134,2.744942557282669,0.7158486383803636,272670,,,1201.6924295425415,8.14031457901001,0.732733514433738,576.9716796875,1145.81689453125,2789,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h720_s2021_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h720_s2021_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l96_h720_s2021_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2021/metrics_summary.csv,
140,phaseformer,PhaseFormer,traffic,720,96,2021,not_available,ok,0.36367650116627165,0.23251590090348803,2.1330467189703795,0.6030559685189026,37154,,,1339.9303200244904,9.310868501663208,0.650537432215883,208.63427734375,541.37353515625,3413,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h96_s2021_PhaseFormer_custom_ftM_sl720_pl96_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h96_s2021_PhaseFormer_custom_ftM_sl720_pl96_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h96_s2021_PhaseFormer_custom_ftM_sl720_pl96_cycle168_seed2021/metrics_summary.csv,
141,phaseformer,PhaseFormer,traffic,720,192,2021,not_available,ok,0.3800035359229216,0.24168152614878102,2.208263574377852,0.6164442683024327,273160,,,1001.3496966362,10.178500652313232,0.7167826337868419,567.81982421875,1141.595703125,3317,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h192_s2021_PhaseFormer_custom_ftM_sl720_pl192_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h192_s2021_PhaseFormer_custom_ftM_sl720_pl192_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h192_s2021_PhaseFormer_custom_ftM_sl720_pl192_cycle168_seed2021/metrics_summary.csv,
142,phaseformer,PhaseFormer,traffic,720,336,2021,not_available,ok,0.39231656874613763,0.24729469406519733,2.271641546482148,0.626351793121196,273934,,,1058.8717031478882,10.78419828414917,0.7311382412844714,576.66748046875,1146.99951171875,3173,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h336_s2021_PhaseFormer_custom_ftM_sl720_pl336_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h336_s2021_PhaseFormer_custom_ftM_sl720_pl336_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h336_s2021_PhaseFormer_custom_ftM_sl720_pl336_cycle168_seed2021/metrics_summary.csv,
143,phaseformer,PhaseFormer,traffic,720,720,2021,not_available,ok,0.4332260233254217,0.2686510926802837,2.3835049864866766,0.6581990757555207,275998,,,1184.9769206047058,10.972282886505127,0.743431144341554,601.87451171875,1161.36474609375,2789,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h720_s2021_PhaseFormer_custom_ftM_sl720_pl720_cycle168_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h720_s2021_PhaseFormer_custom_ftM_sl720_pl720_cycle168_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_traffic_l720_h720_s2021_PhaseFormer_custom_ftM_sl720_pl720_cycle168_seed2021/metrics_summary.csv,
144,freqcycle,FreqCycle,ETTh1,96,96,2026,not_available,ok,0.37144470736063845,0.3918306573249971,9.346022965256301,0.6094626381991257,50552,25752,24800,20.586074829101562,1.675163745880127,0.14589984284269103,71.18896484375,134.5322265625,2785,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h96_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl96_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h96_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl96_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h96_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl96_cycle24_seed2026/metrics_summary.csv,
145,freqcycle,FreqCycle,ETTh1,96,192,2026,not_available,ok,0.4154759513776131,0.41666401668319786,9.199771874100172,0.6445742403925347,75320,38136,37184,21.307814121246338,1.6865408420562744,0.15169485998933932,75.31494140625,138.89404296875,2689,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h192_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl192_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h192_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl192_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h192_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl192_cycle24_seed2026/metrics_summary.csv,
146,freqcycle,FreqCycle,ETTh1,96,336,2026,not_available,ok,0.4577838957380136,0.4382918532447932,9.48410875636819,0.6765972921450496,445016,222984,222032,20.301886081695557,1.5994091033935547,0.14058074681545757,83.8037109375,147.810546875,2545,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h336_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl336_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h336_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl336_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h336_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl336_cycle24_seed2026/metrics_summary.csv,
147,freqcycle,FreqCycle,ETTh1,96,720,2026,not_available,ok,0.45947898757415606,0.45730502571311216,10.141159804213268,0.677848794034596,839000,419976,419024,22.787699699401855,1.6125798225402832,0.16545235191862764,100.24462890625,164.537109375,2161,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h720_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl720_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h720_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl720_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l96_h720_s2026_FreqCycleOfficial_ETTh1_ftM_sl96_pl720_cycle24_seed2026/metrics_summary.csv,
148,freqcycle,FreqCycle,ETTh1,720,96,2026,not_available,ok,0.3761642448534256,0.408509514137072,10.620118272774215,0.6133223009588235,252832,148160,104672,73.97402477264404,1.765946388244629,0.17936778985485569,484.5576171875,958.92626953125,2785,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h96_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl96_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h96_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl96_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h96_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl96_cycle24_seed2026/metrics_summary.csv,
149,freqcycle,FreqCycle,ETTh1,720,192,2026,not_available,ok,0.4074214292585804,0.42838704570186187,10.146839034137317,0.6382957224191467,277600,160544,117056,73.3086748123169,1.2768056392669678,0.10745923352445444,485.61328125,959.9599609375,2689,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h192_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl192_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h192_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl192_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h192_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl192_cycle24_seed2026/metrics_summary.csv,
150,freqcycle,FreqCycle,ETTh1,720,336,2026,not_available,ok,0.45578015727498766,0.46149956654164304,9.597630377562952,0.6751149215318735,1126528,585008,541520,68.21390843391418,1.6928246021270752,0.17250238173075885,490.29345703125,969.77880859375,2545,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h336_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl336_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h336_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl336_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h336_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl336_cycle24_seed2026/metrics_summary.csv,
151,freqcycle,FreqCycle,ETTh1,720,720,2026,not_available,ok,0.4867874891367912,0.49520079611366524,9.987719185022877,0.6977015759884675,1520512,782000,738512,66.84770464897156,1.6735172271728516,0.19468823602972127,496.48046875,978.48193359375,2161,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h720_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl720_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h720_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl720_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh1_l720_h720_s2026_FreqCycleOfficial_ETTh1_ftM_sl720_pl720_cycle24_seed2026/metrics_summary.csv,
152,freqcycle,FreqCycle,ETTh2,96,96,2026,not_available,ok,0.28661866635952976,0.33877949137717595,1.426332396994327,0.5353677860681662,50552,25752,24800,17.889517307281494,1.5739281177520752,0.11624534676249408,71.18896484375,134.5322265625,2785,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h96_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl96_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h96_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl96_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h96_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl96_cycle24_seed2026/metrics_summary.csv,
153,freqcycle,FreqCycle,ETTh2,96,192,2026,not_available,ok,0.3650637374127025,0.3911111628785161,1.5727829160837705,0.6042050458351887,75320,38136,37184,21.068655490875244,1.5755653381347656,0.11909093036582674,75.31494140625,138.89404296875,2689,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h192_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl192_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h192_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl192_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h192_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl192_cycle24_seed2026/metrics_summary.csv,
154,freqcycle,FreqCycle,ETTh2,96,336,2026,not_available,ok,0.4116258053378967,0.42575863249034923,1.7516876301378186,0.6415807083585796,445016,222984,222032,23.960408449172974,1.0014257431030273,0.0617316766680458,58.21044921875,107.81787109375,2545,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h336_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl336_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h336_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl336_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h336_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl336_cycle24_seed2026/metrics_summary.csv,
155,freqcycle,FreqCycle,ETTh2,96,720,2026,not_available,ok,0.43018596482584304,0.4462744891928838,2.0822170032883016,0.6558856339529346,839000,419976,419024,25.083976984024048,1.658804178237915,0.17372641431435784,67.8857421875,119.11474609375,2161,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h720_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl720_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h720_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl720_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l96_h720_s2026_FreqCycleOfficial_ETTh2_ftM_sl96_pl720_cycle24_seed2026/metrics_summary.csv,
156,freqcycle,FreqCycle,ETTh2,720,96,2026,not_available,ok,0.28375551100771296,0.3449739611589283,1.5283931367728005,0.5326870666795965,252832,148160,104672,78.09758400917053,1.8037047386169434,0.1681176935534931,484.5576171875,958.92626953125,2785,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h96_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl96_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h96_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl96_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h96_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl96_cycle24_seed2026/metrics_summary.csv,
157,freqcycle,FreqCycle,ETTh2,720,192,2026,not_available,ok,0.35394702042991477,0.39308966036211757,1.6216733401138586,0.5949344673406599,277600,160544,117056,73.79602885246277,1.7968673706054688,0.17100378355602208,485.61328125,959.9599609375,2689,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h192_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl192_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h192_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl192_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h192_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl192_cycle24_seed2026/metrics_summary.csv,
158,freqcycle,FreqCycle,ETTh2,720,336,2026,not_available,ok,0.38029544764733003,0.4203060562392038,1.8786741461017709,0.6166809934215015,1126528,585008,541520,77.4927327632904,1.148845911026001,0.0970078783186632,490.29345703125,969.77880859375,2545,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h336_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl336_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h336_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl336_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h336_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl336_cycle24_seed2026/metrics_summary.csv,
159,freqcycle,FreqCycle,ETTh2,720,720,2026,not_available,ok,0.41944466466771874,0.4498965471413718,2.1191325982142937,0.6476454776092541,1520512,782000,738512,71.5767674446106,1.7758347988128662,0.20311237566047233,496.48046875,978.48193359375,2161,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h720_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl720_cycle24_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h720_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl720_cycle24_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTh2_l720_h720_s2026_FreqCycleOfficial_ETTh2_ftM_sl720_pl720_cycle24_seed2026/metrics_summary.csv,
160,freqcycle,FreqCycle,ETTm1,96,96,2026,not_available,ok,0.31046365336649173,0.35402066906781565,2.2437259745244504,0.5571926537262419,51056,26256,24800,35.71494722366333,1.6213479042053223,0.03371172483717,71.19091796875,134.5400390625,11425,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h96_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl96_cycle96_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h96_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl96_cycle96_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h96_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl96_cycle96_seed2026/metrics_summary.csv,
161,freqcycle,FreqCycle,ETTm1,96,192,2026,not_available,ok,0.3511686401459911,0.3739921383650268,2.268109724549219,0.5925948364152283,75824,38640,37184,57.68051290512085,1.7317962646484375,0.032956186316658156,75.31689453125,138.90185546875,11329,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h192_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl192_cycle96_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h192_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl192_cycle96_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h192_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl192_cycle96_seed2026/metrics_summary.csv,
162,freqcycle,FreqCycle,ETTm1,96,336,2026,not_available,ok,0.38590167918508156,0.40038384492197354,2.312013150617787,0.6212098511655152,112976,57216,55760,61.027111291885376,1.7532811164855957,0.033304315421748595,82.537109375,144.69384765625,11185,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h336_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl336_cycle96_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h336_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl336_cycle96_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h336_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl336_cycle96_seed2026/metrics_summary.csv,
163,freqcycle,FreqCycle,ETTm1,96,720,2026,not_available,ok,0.4459401347528359,0.4344289971108463,2.4482039718481263,0.6677874922105355,212048,106752,105296,77.99875211715698,1.4017269611358643,0.018250255546887906,97.54052734375,158.10791015625,10801,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h720_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl720_cycle96_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h720_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl720_cycle96_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l96_h720_s2026_FreqCycleOfficial_ETTm1_ftM_sl96_pl720_cycle96_seed2026/metrics_summary.csv,
164,freqcycle,FreqCycle,ETTm1,720,96,2026,not_available,ok,0.2970054792030497,0.3528414653657353,2.2578036622225306,0.5449820907177131,253336,148664,104672,300.68732833862305,2.0585615634918213,0.0734102277643571,484.5595703125,958.93408203125,11425,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l720_h96_s2026_FreqCycleOfficial_ETTm1_ftM_sl720_pl96_cycle96_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l720_h96_s2026_FreqCycleOfficial_ETTm1_ftM_sl720_pl96_cycle96_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_ETTm1_l720_h96_s2026_FreqCycleOfficial_ETTm1_ftM_sl720_pl96_cycle96_seed2026/metrics_summary.csv,
