task_id,family,model,dataset,seq_len,pred_len,seed,source_status,completion_status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,t_train,t_inf,forward_ms_per_sample,test_peak_gpu_mem_mb,train_peak_gpu_mem_mb,n_test_samples,result_dir,checkpoint_path,metrics_path,audit_error
65,asy2echo,Asy2+Echo,traffic,96,192,2026,not_available,ok,0.44213607342609446,0.2831048538281481,3.073232563624651,0.6649331345527116,35570,,,477.9269139766693,4.142631769180298,0.23570855788017275,83.82568359375,128.71435546875,3317,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h192_s2026_AsyCycleV2_custom_ftM_sl96_pl192_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h192_s2026_AsyCycleV2_custom_ftM_sl96_pl192_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h192_s2026_AsyCycleV2_custom_ftM_sl96_pl192_cycle168_seed2026/metrics_summary.csv,
66,asy2echo,Asy2+Echo,traffic,96,336,2026,not_available,ok,0.4545778973401392,0.28903329921360194,3.176926577172852,0.6742239222544237,35570,,,577.4016134738922,4.973729848861694,0.2471054962865851,115.126953125,167.2958984375,3173,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h336_s2026_AsyCycleV2_custom_ftM_sl96_pl336_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h336_s2026_AsyCycleV2_custom_ftM_sl96_pl336_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h336_s2026_AsyCycleV2_custom_ftM_sl96_pl336_cycle168_seed2026/metrics_summary.csv,
67,asy2echo,Asy2+Echo,traffic,96,720,2026,not_available,ok,0.4904955950202299,0.3049768120663497,3.2039680985962504,0.7003539069786289,35762,,,1036.376271724701,7.753681421279907,0.3294903640065966,205.54736328125,270.3837890625,2789,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h720_s2026_AsyCycleV2_custom_ftM_sl96_pl720_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h720_s2026_AsyCycleV2_custom_ftM_sl96_pl720_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l96_h720_s2026_AsyCycleV2_custom_ftM_sl96_pl720_cycle168_seed2026/metrics_summary.csv,
68,asy2echo,Asy2+Echo,traffic,720,96,2026,not_available,ok,0.37380054243592653,0.2578935707750892,2.6012471206798833,0.6113922983125699,70770,,,843.9571974277496,7.770628452301025,0.2821994292689774,123.3916015625,181.82763671875,3413,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h96_s2026_AsyCycleV2_custom_ftM_sl720_pl96_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h96_s2026_AsyCycleV2_custom_ftM_sl720_pl96_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h96_s2026_AsyCycleV2_custom_ftM_sl720_pl96_cycle168_seed2026/metrics_summary.csv,
69,asy2echo,Asy2+Echo,traffic,720,192,2026,not_available,ok,0.3928782197487346,0.26535978251333353,2.750484573958802,0.6267999838455124,75506,,,737.2988021373749,8.29327392578125,0.2627580103464144,135.21630859375,197.29443359375,3317,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h192_s2026_AsyCycleV2_custom_ftM_sl720_pl192_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h192_s2026_AsyCycleV2_custom_ftM_sl720_pl192_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h192_s2026_AsyCycleV2_custom_ftM_sl720_pl192_cycle168_seed2026/metrics_summary.csv,
70,asy2echo,Asy2+Echo,traffic,720,336,2026,not_available,ok,0.4065622911939956,0.2705328610917176,2.823383339887504,0.6376223735048792,75506,,,852.3337485790253,8.496715068817139,0.27644977776590224,164.11328125,233.7939453125,3173,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h336_s2026_AsyCycleV2_custom_ftM_sl720_pl336_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h336_s2026_AsyCycleV2_custom_ftM_sl720_pl336_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h336_s2026_AsyCycleV2_custom_ftM_sl720_pl336_cycle168_seed2026/metrics_summary.csv,
71,asy2echo,Asy2+Echo,traffic,720,720,2026,not_available,ok,0.4590831208906784,0.2894919559471876,3.0675210009870444,0.6775567289096008,75698,,,936.3027513027191,9.835153102874756,0.30940506215263713,246.4794921875,336.3173828125,2789,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h720_s2026_AsyCycleV2_custom_ftM_sl720_pl720_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h720_s2026_AsyCycleV2_custom_ftM_sl720_pl720_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_asy2echo_traffic_l720_h720_s2026_AsyCycleV2_custom_ftM_sl720_pl720_cycle168_seed2026/metrics_summary.csv,
72,phaseformer,PhaseFormer,ETTh1,96,96,2021,not_available,ok,0.38062536933473257,0.38848623423076883,9.288742270533147,0.6169484332865531,1500,,,175.95558857917786,2.1440811157226562,0.2339589371073396,33.95263671875,69.40673828125,2785,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h96_s2021_PhaseFormer_ETTh1_ftM_sl96_pl96_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h96_s2021_PhaseFormer_ETTh1_ftM_sl96_pl96_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h96_s2021_PhaseFormer_ETTh1_ftM_sl96_pl96_cycle24_seed2021/metrics_summary.csv,
73,phaseformer,PhaseFormer,ETTh1,96,192,2021,not_available,ok,0.4301431020327569,0.41711510678714697,9.154527003199478,0.6558529576305628,1520,,,147.96750402450562,2.1768720149993896,0.24156818494017837,34.19287109375,69.595703125,2689,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h192_s2021_PhaseFormer_ETTh1_ftM_sl96_pl192_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h192_s2021_PhaseFormer_ETTh1_ftM_sl96_pl192_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h192_s2021_PhaseFormer_ETTh1_ftM_sl96_pl192_cycle24_seed2021/metrics_summary.csv,
74,phaseformer,PhaseFormer,ETTh1,96,336,2021,not_available,ok,0.46791915283195945,0.4353439596951045,9.389008934594177,0.6840461627930965,1550,,,116.75128173828125,2.0647714138031006,0.24664923292538973,34.55322265625,69.89453125,2545,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h336_s2021_PhaseFormer_ETTh1_ftM_sl96_pl336_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h336_s2021_PhaseFormer_ETTh1_ftM_sl96_pl336_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h336_s2021_PhaseFormer_ETTh1_ftM_sl96_pl336_cycle24_seed2021/metrics_summary.csv,
75,phaseformer,PhaseFormer,ETTh1,96,720,2021,not_available,ok,0.4645510954753938,0.4464530291507048,8.78330340271801,0.6815798526037824,56550,,,192.22274708747864,2.1388614177703857,0.2885547527773603,39.0654296875,91.57861328125,2161,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h720_s2021_PhaseFormer_ETTh1_ftM_sl96_pl720_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h720_s2021_PhaseFormer_ETTh1_ftM_sl96_pl720_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l96_h720_s2021_PhaseFormer_ETTh1_ftM_sl96_pl720_cycle24_seed2021/metrics_summary.csv,
76,phaseformer,PhaseFormer,ETTh1,720,96,2021,not_available,ok,0.36683531186571705,0.38909442969084695,8.749369132714437,0.6056693090009738,2072,,,141.6787827014923,2.183499336242676,0.23438152581239302,35.24755859375,70.96826171875,2785,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h96_s2021_PhaseFormer_ETTh1_ftM_sl720_pl96_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h96_s2021_PhaseFormer_ETTh1_ftM_sl720_pl96_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h96_s2021_PhaseFormer_ETTh1_ftM_sl720_pl96_cycle24_seed2021/metrics_summary.csv,
77,phaseformer,PhaseFormer,ETTh1,720,192,2021,not_available,ok,0.3972869447343962,0.4085069641278778,9.7350020085799,0.630307024182974,2092,,,69.77207088470459,2.189896821975708,0.23254265151053802,35.48779296875,71.1572265625,2689,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h192_s2021_PhaseFormer_ETTh1_ftM_sl720_pl192_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h192_s2021_PhaseFormer_ETTh1_ftM_sl720_pl192_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h192_s2021_PhaseFormer_ETTh1_ftM_sl720_pl192_cycle24_seed2021/metrics_summary.csv,
78,phaseformer,PhaseFormer,ETTh1,720,336,2021,not_available,ok,0.42069972497236074,0.42183714006421885,9.432073184299307,0.648613694715399,2122,,,67.76952052116394,2.1837592124938965,0.24165919012607812,35.84814453125,71.4560546875,2545,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h336_s2021_PhaseFormer_ETTh1_ftM_sl720_pl336_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h336_s2021_PhaseFormer_ETTh1_ftM_sl720_pl336_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h336_s2021_PhaseFormer_ETTh1_ftM_sl720_pl336_cycle24_seed2021/metrics_summary.csv,
79,phaseformer,PhaseFormer,ETTh1,720,720,2021,not_available,ok,0.42282657818554875,0.44440911633925306,9.195235863931497,0.6502511654626608,60762,,,97.22778868675232,2.2286369800567627,0.2927824571273604,40.37744140625,93.19140625,2161,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h720_s2021_PhaseFormer_ETTh1_ftM_sl720_pl720_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h720_s2021_PhaseFormer_ETTh1_ftM_sl720_pl720_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh1_l720_h720_s2021_PhaseFormer_ETTh1_ftM_sl720_pl720_cycle24_seed2021/metrics_summary.csv,
80,phaseformer,PhaseFormer,ETTh2,96,96,2021,not_available,ok,0.29247250065308056,0.34092886913318643,1.455730983173404,0.5408072675668112,1508,,,48.845977544784546,1.893197774887085,0.16256518648599594,34.1826171875,67.52294921875,2785,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h96_s2021_PhaseFormer_ETTh2_ftM_sl96_pl96_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h96_s2021_PhaseFormer_ETTh2_ftM_sl96_pl96_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h96_s2021_PhaseFormer_ETTh2_ftM_sl96_pl96_cycle24_seed2021/metrics_summary.csv,
81,phaseformer,PhaseFormer,ETTh2,96,192,2021,not_available,ok,0.3701131560016939,0.38738097873365657,1.563016421596515,0.6083692595798164,1544,,,54.35837936401367,2.0454297065734863,0.17287352809169204,34.4228515625,67.72216796875,2689,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h192_s2021_PhaseFormer_ETTh2_ftM_sl96_pl192_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h192_s2021_PhaseFormer_ETTh2_ftM_sl96_pl192_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h192_s2021_PhaseFormer_ETTh2_ftM_sl96_pl192_cycle24_seed2021/metrics_summary.csv,
82,phaseformer,PhaseFormer,ETTh2,96,336,2021,not_available,ok,0.4102147718330403,0.42115806734279543,1.7411152668879841,0.6404801104117444,1598,,,77.21845841407776,1.9906511306762695,0.18850717810668738,34.783203125,68.02099609375,2545,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h336_s2021_PhaseFormer_ETTh2_ftM_sl96_pl336_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h336_s2021_PhaseFormer_ETTh2_ftM_sl96_pl336_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h336_s2021_PhaseFormer_ETTh2_ftM_sl96_pl336_cycle24_seed2021/metrics_summary.csv,
83,phaseformer,PhaseFormer,ETTh2,96,720,2021,not_available,ok,0.41813983941947674,0.43877033643181584,1.9768844106988654,0.6466373322191326,614,,,60.86580848693848,1.8824753761291504,0.19123844331762185,35.35302734375,68.04833984375,2161,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h720_s2021_PhaseFormer_ETTh2_ftM_sl96_pl720_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h720_s2021_PhaseFormer_ETTh2_ftM_sl96_pl720_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l96_h720_s2021_PhaseFormer_ETTh2_ftM_sl96_pl720_cycle24_seed2021/metrics_summary.csv,
84,phaseformer,PhaseFormer,ETTh2,720,96,2021,not_available,ok,0.28082173777457065,0.3420242965856847,1.4004708366256415,0.5299261625684947,1716,,,51.59871506690979,2.195845603942871,0.18251275800877456,35.21142578125,68.552734375,2785,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h96_s2021_PhaseFormer_ETTh2_ftM_sl720_pl96_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h96_s2021_PhaseFormer_ETTh2_ftM_sl720_pl96_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h96_s2021_PhaseFormer_ETTh2_ftM_sl720_pl96_cycle24_seed2021/metrics_summary.csv,
85,phaseformer,PhaseFormer,ETTh2,720,192,2021,not_available,ok,0.34368438444588867,0.3825884273653326,1.5540056433374223,0.5862460101748145,1752,,,65.12428545951843,1.5841524600982666,0.14708367065177083,35.45166015625,68.751953125,2689,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h192_s2021_PhaseFormer_ETTh2_ftM_sl720_pl192_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h192_s2021_PhaseFormer_ETTh2_ftM_sl720_pl192_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h192_s2021_PhaseFormer_ETTh2_ftM_sl720_pl192_cycle24_seed2021/metrics_summary.csv,
86,phaseformer,PhaseFormer,ETTh2,720,336,2021,not_available,ok,0.37291029008701454,0.40806764040988774,1.7407477444726998,0.6106638110179893,1806,,,50.224345445632935,2.0865418910980225,0.1806256414367314,35.81201171875,69.05078125,2545,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h336_s2021_PhaseFormer_ETTh2_ftM_sl720_pl336_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h336_s2021_PhaseFormer_ETTh2_ftM_sl720_pl336_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h336_s2021_PhaseFormer_ETTh2_ftM_sl720_pl336_cycle24_seed2021/metrics_summary.csv,
87,phaseformer,PhaseFormer,ETTh2,720,720,2021,not_available,ok,0.4059946719379988,0.4406318914845568,2.073329920515827,0.6371771119068849,718,,,84.17939400672913,1.8417246341705322,0.1863404842975348,36.38134765625,69.57177734375,2161,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h720_s2021_PhaseFormer_ETTh2_ftM_sl720_pl720_cycle24_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h720_s2021_PhaseFormer_ETTh2_ftM_sl720_pl720_cycle24_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTh2_l720_h720_s2021_PhaseFormer_ETTh2_ftM_sl720_pl720_cycle24_seed2021/metrics_summary.csv,
88,phaseformer,PhaseFormer,ETTm1,96,96,2021,not_available,ok,0.32515678938603476,0.35521333891769413,2.106925292355168,0.5702252093568249,3016,,,479.5332624912262,4.040083408355713,0.13072223090760296,34.40478515625,69.8095703125,11425,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h96_s2021_PhaseFormer_ETTm1_ftM_sl96_pl96_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h96_s2021_PhaseFormer_ETTm1_ftM_sl96_pl96_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h96_s2021_PhaseFormer_ETTm1_ftM_sl96_pl96_cycle96_seed2021/metrics_summary.csv,
89,phaseformer,PhaseFormer,ETTm1,96,192,2021,not_available,ok,0.3736979987520142,0.37770178144088074,2.2486996793064433,0.6113084317691145,3052,,,391.7340672016144,3.9073452949523926,0.12426877420460392,34.64501953125,69.9677734375,11329,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h192_s2021_PhaseFormer_ETTm1_ftM_sl96_pl192_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h192_s2021_PhaseFormer_ETTm1_ftM_sl96_pl192_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h192_s2021_PhaseFormer_ETTm1_ftM_sl96_pl192_cycle96_seed2021/metrics_summary.csv,
90,phaseformer,PhaseFormer,ETTm1,96,336,2021,not_available,ok,0.4110755252837609,0.40147857147964294,2.269409049559535,0.6411517178357716,1598,,,307.1908710002899,3.523118257522583,0.08617463868459421,34.783203125,68.02099609375,11185,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h336_s2021_PhaseFormer_ETTm1_ftM_sl96_pl336_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h336_s2021_PhaseFormer_ETTm1_ftM_sl96_pl336_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h336_s2021_PhaseFormer_ETTm1_ftM_sl96_pl336_cycle96_seed2021/metrics_summary.csv,
91,phaseformer,PhaseFormer,ETTm1,96,720,2021,not_available,ok,0.4684513982935486,0.43613056302677866,2.5148355241915983,0.6844350942883837,3250,,,410.1320209503174,4.0501580238342285,0.1268969793912548,35.966796875,71.02392578125,10801,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h720_s2021_PhaseFormer_ETTm1_ftM_sl96_pl720_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h720_s2021_PhaseFormer_ETTm1_ftM_sl96_pl720_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l96_h720_s2021_PhaseFormer_ETTm1_ftM_sl96_pl720_cycle96_seed2021/metrics_summary.csv,
92,phaseformer,PhaseFormer,ETTm1,720,96,2021,not_available,ok,0.3053578749152823,0.35166851241709385,2.200527371027191,0.5525919605959557,3666,,,517.0434741973877,4.03636622428894,0.1258664815411526,35.701171875,71.10888671875,11425,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h96_s2021_PhaseFormer_ETTm1_ftM_sl720_pl96_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h96_s2021_PhaseFormer_ETTm1_ftM_sl720_pl96_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h96_s2021_PhaseFormer_ETTm1_ftM_sl720_pl96_cycle96_seed2021/metrics_summary.csv,
93,phaseformer,PhaseFormer,ETTm1,720,192,2021,not_available,ok,0.32924923462942507,0.36400617675608665,2.275541670527556,0.5738024351895216,3702,,,421.9841477870941,4.1483025550842285,0.12628166785159362,35.94140625,71.26708984375,11329,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h192_s2021_PhaseFormer_ETTm1_ftM_sl720_pl192_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h192_s2021_PhaseFormer_ETTm1_ftM_sl720_pl192_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h192_s2021_PhaseFormer_ETTm1_ftM_sl720_pl192_cycle96_seed2021/metrics_summary.csv,
94,phaseformer,PhaseFormer,ETTm1,720,336,2021,not_available,ok,0.36209356748023186,0.38296277483523167,2.3287008469469823,0.601742110442864,1806,,,305.74800419807434,3.8076062202453613,0.08888158665792613,35.81201171875,69.05078125,11185,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h336_s2021_PhaseFormer_ETTm1_ftM_sl720_pl336_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h336_s2021_PhaseFormer_ETTm1_ftM_sl720_pl336_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h336_s2021_PhaseFormer_ETTm1_ftM_sl720_pl336_cycle96_seed2021/metrics_summary.csv,
95,phaseformer,PhaseFormer,ETTm1,720,720,2021,not_available,ok,0.4152755834713985,0.4122993853738193,2.422738976389299,0.6444187950947726,3900,,,252.98810505867004,3.983254909515381,0.12610679542882589,37.26318359375,72.3232421875,10801,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h720_s2021_PhaseFormer_ETTm1_ftM_sl720_pl720_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h720_s2021_PhaseFormer_ETTm1_ftM_sl720_pl720_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm1_l720_h720_s2021_PhaseFormer_ETTm1_ftM_sl720_pl720_cycle96_seed2021/metrics_summary.csv,
96,phaseformer,PhaseFormer,ETTm2,96,96,2021,not_available,ok,0.18052619116615165,0.26338470380507867,1.1418741486623516,0.4248837384110525,3016,,,446.9249315261841,3.7833569049835205,0.12232811872886099,34.40478515625,69.8095703125,11425,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h96_s2021_PhaseFormer_ETTm2_ftM_sl96_pl96_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h96_s2021_PhaseFormer_ETTm2_ftM_sl96_pl96_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h96_s2021_PhaseFormer_ETTm2_ftM_sl96_pl96_cycle96_seed2021/metrics_summary.csv,
97,phaseformer,PhaseFormer,ETTm2,96,192,2021,not_available,ok,0.2461750074881657,0.3063394052648063,1.2609897669851302,0.496160263914963,1544,,,249.59138870239258,3.3672235012054443,0.08692198306958708,34.4228515625,67.72216796875,11329,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h192_s2021_PhaseFormer_ETTm2_ftM_sl96_pl192_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h192_s2021_PhaseFormer_ETTm2_ftM_sl96_pl192_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h192_s2021_PhaseFormer_ETTm2_ftM_sl96_pl192_cycle96_seed2021/metrics_summary.csv,
98,phaseformer,PhaseFormer,ETTm2,96,336,2021,not_available,ok,0.3057142119121584,0.3437682013357903,1.3773805380432291,0.5529142898426106,1598,,,178.79185962677002,3.498229742050171,0.08816716898604061,34.783203125,68.02099609375,11185,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h336_s2021_PhaseFormer_ETTm2_ftM_sl96_pl336_cycle96_seed2021,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h336_s2021_PhaseFormer_ETTm2_ftM_sl96_pl336_cycle96_seed2021/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_phaseformer_ETTm2_l96_h336_s2021_PhaseFormer_ETTm2_ftM_sl96_pl336_cycle96_seed2021/metrics_summary.csv,
