task_id,model,dataset,seq_len,pred_len,seed,profile,config_source,completion_status,mse,mae,mape,rmse,param_count,t_train,t_inf,forward_ms_per_sample,test_peak_gpu_mem_mb,train_peak_gpu_mem_mb,n_test_samples,strict_eval,strict_protocol_version,result_dir,checkpoint_path,metrics_path,config_path,audit_error
23,PhaseFormer,electricity,96,720,2026,phase_p24_l1_d128_h4_r4,locked_0713v1_0716v1_reproduction_profile,ok,0.23638966481605475,0.30842670060916016,2.9722726359961094,0.48619920281305967,272670,601.356861114502,3.326160192489624,0.3115225355368004,842.48828125,1670.39501953125,4541,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_electricity_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_electricity_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_electricity_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_electricity_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026/phaseformer_seed2026_config.json,
24,PhaseFormer,traffic,96,96,2026,phase_p24_l2_d32_h8_r1,completion_0716v2_locked_profile,ok,0.497362689956266,0.2919509140143228,2.863986892652679,0.7052394557568841,34632,786.3467090129852,5.865655422210693,0.6226479012951355,176.56689453125,516.98193359375,3413,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h96_s2026_PhaseFormer_custom_ftM_sl96_pl96_cycle168_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h96_s2026_PhaseFormer_custom_ftM_sl96_pl96_cycle168_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h96_s2026_PhaseFormer_custom_ftM_sl96_pl96_cycle168_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h96_s2026_PhaseFormer_custom_ftM_sl96_pl96_cycle168_seed2026/phaseformer_seed2026_config.json,
25,PhaseFormer,traffic,96,192,2026,phase_p24_l1_d128_h4_r4,completion_0716v2_locked_profile,ok,0.46422251264735437,0.2724380015227738,2.621762611854277,0.6813387649674385,269832,949.8944702148438,6.497491836547852,0.72503582924726,542.69921875,1124.25537109375,3317,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h192_s2026_PhaseFormer_custom_ftM_sl96_pl192_cycle168_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h192_s2026_PhaseFormer_custom_ftM_sl96_pl192_cycle168_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h192_s2026_PhaseFormer_custom_ftM_sl96_pl192_cycle168_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h192_s2026_PhaseFormer_custom_ftM_sl96_pl192_cycle168_seed2026/phaseformer_seed2026_config.json,
26,PhaseFormer,traffic,96,336,2026,phase_p24_l1_d128_h4_r4,completion_0716v2_locked_profile,ok,0.4828564482696379,0.28033846295652204,2.6363010362017136,0.6948787291820335,270606,798.273024559021,6.489609479904175,0.6658303256173319,551.97509765625,1129.7373046875,3173,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h336_s2026_PhaseFormer_custom_ftM_sl96_pl336_cycle168_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h336_s2026_PhaseFormer_custom_ftM_sl96_pl336_cycle168_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h336_s2026_PhaseFormer_custom_ftM_sl96_pl336_cycle168_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h336_s2026_PhaseFormer_custom_ftM_sl96_pl336_cycle168_seed2026/phaseformer_seed2026_config.json,
27,PhaseFormer,traffic,96,720,2026,phase_p24_l1_d128_h4_r4,completion_0716v2_locked_profile,ok,0.5125378005297613,0.2974506239091059,2.7104685855223507,0.7159174537122008,272670,1184.6197681427002,8.164172649383545,0.8118139962259514,576.9716796875,1145.81689453125,2789,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_traffic_l96_h720_s2026_PhaseFormer_custom_ftM_sl96_pl720_cycle168_seed2026/phaseformer_seed2026_config.json,
28,PhaseFormer,PEMS03,96,12,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.0973506108198101,0.20761479558083687,1.7322133119809082,0.3120105940826531,2897,552.3234000205994,3.9375319480895996,0.23646758032680434,52.37353515625,131.275390625,5230,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/phaseformer_seed2026_config.json,
29,PhaseFormer,PEMS03,96,24,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.16484239209250573,0.27165176010745373,2.3113093743736925,0.4060078719587906,2906,549.3882875442505,3.939138412475586,0.23529590578917906,53.02880859375,131.6689453125,5218,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/phaseformer_seed2026_config.json,
30,PhaseFormer,PEMS03,96,48,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.31463484499784816,0.3851620612986911,2.931297228823652,0.560923207754723,2924,569.9093346595764,3.7550296783447266,0.22758152532335843,54.341796875,132.45751953125,5194,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/phaseformer_seed2026_config.json,
31,PhaseFormer,PEMS03,96,96,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.528114975161288,0.516011701678749,3.027412339466487,0.7267151953559854,2960,581.2937307357788,3.6065080165863037,0.2220529216425649,56.96826171875,134.03515625,5146,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS03_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/phaseformer_seed2026_config.json,
32,PhaseFormer,PEMS04,96,12,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.11557937808350903,0.22845826640613465,1.7400324452434546,0.3399696722996171,2897,364.2199549674988,3.0381648540496826,0.27589727993141655,49.41650390625,121.587890625,3387,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/phaseformer_seed2026_config.json,
33,PhaseFormer,PEMS04,96,24,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.19580390167686615,0.3022521051045931,2.3829574548620682,0.4424973465195765,2906,336.9044842720032,2.977022886276245,0.2794248877627844,49.97900390625,121.92578125,3375,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/phaseformer_seed2026_config.json,
34,PhaseFormer,PEMS04,96,48,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.38361798124677343,0.4324721134569877,3.2814942997713086,0.6193690186365262,2924,311.2948794364929,3.170081377029419,0.2993131280677703,51.10400390625,122.6015625,3351,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/phaseformer_seed2026_config.json,
35,PhaseFormer,PEMS04,96,96,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.6906550966439923,0.5984187125173137,3.695770646285491,0.8310566145841042,2960,378.48794865608215,2.6070926189422607,0.2340994390292906,53.35693359375,123.955078125,3303,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS04_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/phaseformer_seed2026_config.json,
36,PhaseFormer,PEMS07,96,12,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.08970435378066231,0.20003428859891575,1.906620169803218,0.2995068509745016,2897,1199.7321786880493,6.680780649185181,0.42835584354947986,57.61962890625,148.556640625,5633,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/phaseformer_seed2026_config.json,
37,PhaseFormer,PEMS07,96,24,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.15989290367487807,0.27002763939061153,2.4155929569824637,0.39986610718449006,2906,1189.5583214759827,7.078457593917847,0.4380326368804578,58.42822265625,149.0419921875,5621,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/phaseformer_seed2026_config.json,
38,PhaseFormer,PEMS07,96,48,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.3253229998396258,0.3928096180228809,3.2127124467047348,0.5703709317975678,2924,1241.9869182109833,7.131948471069336,0.4387574984116055,60.04541015625,150.0126953125,5597,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/phaseformer_seed2026_config.json,
39,PhaseFormer,PEMS07,96,96,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.6127946559271762,0.5561042034390473,3.9298310011807014,0.7828120182567307,2960,1298.8532025814056,7.458772420883179,0.4488594311338665,63.27978515625,151.9541015625,5549,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS07_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/phaseformer_seed2026_config.json,
40,PhaseFormer,PEMS08,96,12,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.10818244057341413,0.21711448204933187,1.7893364299851056,0.3289109918707706,2897,363.9031653404236,2.578500747680664,0.24284625132770926,41.6640625,95.93798828125,3560,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h12_s2026_PhaseFormer_PEMS_ftM_sl96_pl12_cycle288_seed2026/phaseformer_seed2026_config.json,
41,PhaseFormer,PEMS08,96,24,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.18446893626391148,0.2871181059375686,2.4970224884028185,0.42949847061882707,2906,359.23336362838745,3.062112808227539,0.28442286583358733,41.97509765625,96.125,3548,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h24_s2026_PhaseFormer_PEMS_ftM_sl96_pl24_cycle288_seed2026/phaseformer_seed2026_config.json,
42,PhaseFormer,PEMS08,96,48,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.3664510811851531,0.41416236330106665,3.3832043909166676,0.6053520307929536,2924,369.15440130233765,2.5572125911712646,0.22217417366584133,42.599609375,96.50048828125,3524,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h48_s2026_PhaseFormer_PEMS_ftM_sl96_pl48_cycle288_seed2026/phaseformer_seed2026_config.json,
43,PhaseFormer,PEMS08,96,96,2026,phase_p12_l2_d8_h1_r8,completion_0716v2_pems_extension_period12,ok,0.757548792712452,0.5968895495973695,3.9197293651118947,0.8703727895059978,2960,305.80546021461487,3.0565128326416016,0.26249419442314753,43.84912109375,97.251953125,3476,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_PEMS08_l96_h96_s2026_PhaseFormer_PEMS_ftM_sl96_pl96_cycle288_seed2026/phaseformer_seed2026_config.json,
44,PhaseFormer,ETTh1,720,96,2026,phase_p24_l3_d4_h1_r8,completion_0716v2_locked_profile,ok,0.36719808466834736,0.38599777132446583,8.847256795212717,0.6059687159155557,2072,144.64068484306335,2.113121271133423,0.2386874653260212,35.24755859375,70.96826171875,2785,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h96_s2026_PhaseFormer_ETTh1_ftM_sl720_pl96_cycle24_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h96_s2026_PhaseFormer_ETTh1_ftM_sl720_pl96_cycle24_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h96_s2026_PhaseFormer_ETTh1_ftM_sl720_pl96_cycle24_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h96_s2026_PhaseFormer_ETTh1_ftM_sl720_pl96_cycle24_seed2026/phaseformer_seed2026_config.json,
45,PhaseFormer,ETTh1,720,192,2026,phase_p24_l3_d4_h1_r8,completion_0716v2_locked_profile,ok,0.41194920543340446,0.41617761501549116,9.710595168591196,0.6418326927115855,2092,75.10653638839722,1.5315470695495605,0.17638856311913687,35.48779296875,71.1572265625,2689,1,2,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h192_s2026_PhaseFormer_ETTh1_ftM_sl720_pl192_cycle24_seed2026,checkpoints/phaseformer_seed2026/phaseformer_seed2026_0722v1_r2_20260722T142836_full/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h192_s2026_PhaseFormer_ETTh1_ftM_sl720_pl192_cycle24_seed2026/checkpoint.pth,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h192_s2026_PhaseFormer_ETTh1_ftM_sl720_pl192_cycle24_seed2026/metrics_summary.csv,results/phaseformer_s2026_phaseformer_seed2026_0722v1_r2_20260722T142836_full_ETTh1_l720_h192_s2026_PhaseFormer_ETTh1_ftM_sl720_pl192_cycle24_seed2026/phaseformer_seed2026_config.json,
