dataset,seq_len,pred_len,seed,selected_arm,val_score,val_mse,test_mse,test_mae
ETTh1,720,192,2024,phase6_asx_period_multi,1.023663119198554,0.9473596,0.41700413823127747,0.4252460300922394
ETTh1,720,192,2025,phase6_asx_period_multi,1.023663119198554,0.9575244,0.4158362150192261,0.42592865228652954
ETTh1,720,192,2026,phase6_asx_period_multi,1.023663119198554,0.9653307,0.4171336591243744,0.42542561888694763
ETTh1,720,336,2024,phase6_asx_period_multi,1.2511111654022937,1.154819,0.44045430421829224,0.43970951437950134
ETTh1,720,336,2025,phase6_asx_period_multi,1.2511111654022937,1.1549489,0.44358202815055847,0.4409412741661072
ETTh1,720,336,2026,phase6_asx_period_multi,1.2511111654022937,1.1587514,0.4427095055580139,0.4422396719455719
ETTh1,720,720,2024,phase6_asx_period_multi,1.6038822789285512,1.393778,0.4426138401031494,0.45722728967666626
ETTh1,720,720,2025,phase6_asx_period_multi,1.6038822789285512,1.402168,0.45233967900276184,0.46328505873680115
ETTh1,720,720,2026,phase6_asx_period_multi,1.6038822789285512,1.3810887,0.451300710439682,0.46001988649368286
ETTh1,720,96,2024,phase6_asx_cross_clip05,0.7535574945863212,0.6967804,0.3801899552345276,0.4039992094039917
ETTh1,720,96,2025,phase6_asx_cross_clip05,0.7535574945863212,0.702507,0.38011500239372253,0.4039812684059143
ETTh1,720,96,2026,phase6_asx_cross_clip05,0.7535574945863212,0.7035574,0.37968528270721436,0.40373191237449646
ETTh1,96,192,2024,phase6_asx_period_multi,1.0682930592735245,1.0071322,0.43809375166893005,0.4253491759300232
ETTh1,96,192,2025,phase6_asx_period_multi,1.0682930592735245,1.0061318,0.4393575191497803,0.42708083987236023
ETTh1,96,192,2026,phase6_asx_period_multi,1.0682930592735245,1.0067796,0.4364440143108368,0.4235135018825531
ETTh1,96,336,2024,phase6_asx_period_multi,1.363119576750854,1.2838614,0.47760966420173645,0.4427899718284607
ETTh1,96,336,2025,phase6_asx_period_multi,1.363119576750854,1.2883596,0.4802539050579071,0.4440461993217468
ETTh1,96,336,2026,phase6_asx_period_multi,1.363119576750854,1.2922144,0.4775089621543884,0.443342924118042
ETTh1,96,720,2024,phase6_asx_period_multi,1.7741185298992903,1.5629228,0.4675728976726532,0.4541987180709839
ETTh1,96,720,2025,phase6_asx_period_multi,1.7741185298992903,1.5623,0.46773722767829895,0.4542292058467865
ETTh1,96,720,2026,phase6_asx_period_multi,1.7741185298992903,1.5646895,0.4673846662044525,0.4564030170440674
ETTh1,96,96,2024,phase6_asx_period_multi,0.7607482185519979,0.7058165,0.388675719499588,0.39824652671813965
ETTh1,96,96,2025,phase6_asx_period_multi,0.7607482185519979,0.7069566,0.3899244964122772,0.3981391489505768
ETTh1,96,96,2026,phase6_asx_period_multi,0.7607482185519979,0.7087312,0.3908942937850952,0.39957505464553833
ETTm1,720,192,2024,phase6_asx_individual_period,0.5523683071802624,0.50414,0.34402573108673096,0.37076762318611145
ETTm1,720,192,2025,phase6_asx_individual_period,0.5523683071802624,0.5046586,0.34387755393981934,0.3706587255001068
ETTm1,720,192,2026,phase6_asx_individual_period,0.5523683071802624,0.5047588,0.3440517783164978,0.3708118796348572
ETTm1,720,336,2024,phase6_asx_individual_period,0.6990294733541148,0.6442884,0.3752151131629944,0.388799786567688
ETTm1,720,336,2025,phase6_asx_individual_period,0.6990294733541148,0.6436728,0.37522655725479126,0.38888582587242126
ETTm1,720,336,2026,phase6_asx_individual_period,0.6990294733541148,0.6438151,0.3751315176486969,0.3887547552585602
ETTm1,720,720,2024,phase6_asx_individual_period,0.9944125953635791,0.9314858,0.4251055419445038,0.41691040992736816
ETTm1,720,720,2025,phase6_asx_individual_period,0.9944125953635791,0.93045,0.4252730906009674,0.417061448097229
ETTm1,720,720,2026,phase6_asx_individual_period,0.9944125953635791,0.930081,0.4249396324157715,0.41679173707962036
ETTm1,720,96,2024,phase6_asx_individual_period,0.43237141268414053,0.3908969,0.30736637115478516,0.3515705466270447
ETTm1,720,96,2025,phase6_asx_individual_period,0.43237141268414053,0.3911305,0.3068699240684509,0.35144516825675964
ETTm1,720,96,2026,phase6_asx_individual_period,0.43237141268414053,0.3908888,0.30680832266807556,0.35139769315719604
ETTm1,96,192,2024,phase6_asx_individual_period,0.5847358566781778,0.5311538,0.3900074064731598,0.39365535974502563
ETTm1,96,192,2025,phase6_asx_individual_period,0.5847358566781778,0.5311655,0.389880895614624,0.393541544675827
ETTm1,96,192,2026,phase6_asx_individual_period,0.5847358566781778,0.5311319,0.38977012038230896,0.39351698756217957
ETTm1,96,336,2024,phase6_asx_cross,0.7389541513148329,0.6779268,0.4191538393497467,0.4154350161552429
ETTm1,96,336,2025,phase6_asx_cross,0.7389541513148329,0.6767372,0.41713425517082214,0.41376593708992004
ETTm1,96,336,2026,phase6_asx_cross,0.7389541513148329,0.6780006,0.4179029166698456,0.4141126573085785
ETTm1,96,720,2024,phase6_asx_period_multi,1.0660182786731545,0.9933359,0.48210981488227844,0.44715577363967896
ETTm1,96,720,2025,phase6_asx_period_multi,1.0660182786731545,0.9934209,0.4813210666179657,0.44624829292297363
ETTm1,96,720,2026,phase6_asx_period_multi,1.0660182786731545,0.994961,0.48123836517333984,0.44608205556869507
ETTm1,96,96,2024,phase6_asx_cross_clip05,0.4485037478626549,0.4070906,0.3519745469093323,0.3799099326133728
ETTm1,96,96,2025,phase6_asx_cross_clip05,0.4485037478626549,0.4067361,0.35173264145851135,0.38011306524276733
ETTm1,96,96,2026,phase6_asx_cross_clip05,0.4485037478626549,0.4038598,0.3503524661064148,0.37762323021888733
PEMS04,96,12,2024,phase6_asx_period_multi,0.10039093293840358,0.0976009,0.0932047963142395,0.2045041173696518
PEMS04,96,12,2025,phase6_asx_period_multi,0.10039093293840358,0.0972628,0.09299702942371368,0.2043493539094925
PEMS04,96,12,2026,phase6_asx_period_multi,0.10039093293840358,0.0975917,0.09319835901260376,0.204523503780365
PEMS04,96,24,2024,phase6_asx_period_multi,0.14908098729504624,0.1434283,0.13865689933300018,0.2558135986328125
PEMS04,96,24,2025,phase6_asx_period_multi,0.14908098729504624,0.1435752,0.13858075439929962,0.25577595829963684
PEMS04,96,24,2026,phase6_asx_period_multi,0.14908098729504624,0.1437878,0.1389777809381485,0.25602856278419495
PEMS04,96,48,2024,phase6_asx_period_multi,0.2710452899460472,0.2664762,0.2524956464767456,0.35510727763175964
PEMS04,96,48,2025,phase6_asx_period_multi,0.2710452899460472,0.2542911,0.24852649867534637,0.35606756806373596
PEMS04,96,48,2026,phase6_asx_period_multi,0.2710452899460472,0.2554663,0.24858057498931885,0.3563288152217865
PEMS04,96,96,2024,phase6_asx_period_multi,0.4180055092689923,0.4054142,0.38105612993240356,0.45516225695610046
PEMS04,96,96,2025,phase6_asx_period_multi,0.4180055092689923,0.3975203,0.3764578402042389,0.4536394774913788
PEMS04,96,96,2026,phase6_asx_period_multi,0.4180055092689923,0.4125223,0.3869691491127014,0.4585348069667816
PEMS08,96,12,2024,phase6_asx_period_multi,0.10382413273234166,0.1007483,0.09138061851263046,0.1991003155708313
PEMS08,96,12,2025,phase6_asx_period_multi,0.10382413273234166,0.101418,0.09192845970392227,0.1998089700937271
PEMS08,96,12,2026,phase6_asx_period_multi,0.10382413273234166,0.1003397,0.09114204347133636,0.19906361401081085
PEMS08,96,24,2024,phase6_asx_period_multi,0.1677449183990773,0.1599329,0.14879661798477173,0.25756049156188965
PEMS08,96,24,2025,phase6_asx_period_multi,0.1677449183990773,0.1606928,0.1494908630847931,0.2572852373123169
PEMS08,96,24,2026,phase6_asx_period_multi,0.1677449183990773,0.1620023,0.15045814216136932,0.25838956236839294
PEMS08,96,48,2024,phase6_asx_period_multi,0.3017815459623581,0.2869812,0.29131969809532166,0.3804132342338562
PEMS08,96,48,2025,phase6_asx_period_multi,0.3017815459623581,0.285603,0.29100385308265686,0.3796611726284027
PEMS08,96,48,2026,phase6_asx_period_multi,0.3017815459623581,0.2863838,0.292147696018219,0.3798955976963043
PEMS08,96,96,2024,phase6_asx_cross,0.5604914138228196,0.5324049,0.5692159533500671,0.5484395027160645
PEMS08,96,96,2025,phase6_asx_cross,0.5604914138228196,0.5170019,0.6069746017456055,0.5747150778770447
PEMS08,96,96,2026,phase6_asx_cross,0.5604914138228196,0.5214058,0.5620196461677551,0.5441288352012634
electricity,720,192,2024,phase6_asx_period_multi,0.1317993186261126,0.1273319,0.1515727937221527,0.24858592450618744
electricity,720,192,2025,phase6_asx_period_multi,0.1317993186261126,0.1278046,0.1520444005727768,0.24930919706821442
electricity,720,192,2026,phase6_asx_period_multi,0.1317993186261126,0.1281182,0.15232089161872864,0.24984906613826752
electricity,720,336,2024,phase6_asx_period_multi,0.14634464960272556,0.1423885,0.1666792780160904,0.2638959586620331
electricity,720,336,2025,phase6_asx_period_multi,0.14634464960272556,0.1427664,0.1671222299337387,0.2640010118484497
electricity,720,336,2026,phase6_asx_period_multi,0.14634464960272556,0.1426651,0.16668222844600677,0.2639300525188446
electricity,720,720,2024,phase6_asx_period_multi,0.18298399847709182,0.1744358,0.20420873165130615,0.29386523365974426
electricity,720,720,2025,phase6_asx_period_multi,0.18298399847709182,0.1739698,0.20256029069423676,0.2927343547344208
electricity,720,720,2026,phase6_asx_period_multi,0.18298399847709182,0.1745014,0.20389817655086517,0.29469653964042664
electricity,720,96,2024,phase6_asx_period_multi,0.11977504480424166,0.1167483,0.1387719064950943,0.23894603550434113
electricity,720,96,2025,phase6_asx_period_multi,0.11977504480424166,0.1168167,0.1388411670923233,0.23893390595912933
electricity,720,96,2026,phase6_asx_period_multi,0.11977504480424166,0.1156391,0.13718169927597046,0.23702199757099152
electricity,96,192,2024,phase6_asx_individual_period,0.17407302067052005,0.1698394,0.19456540048122406,0.2810384929180145
electricity,96,192,2025,phase6_asx_individual_period,0.17407302067052005,0.1698118,0.19455565512180328,0.28106093406677246
electricity,96,192,2026,phase6_asx_individual_period,0.17407302067052005,0.169745,0.19456999003887177,0.28104832768440247
electricity,96,336,2024,phase6_asx_individual_period,0.188035947001647,0.1838534,0.2089204043149948,0.2950945198535919
electricity,96,336,2025,phase6_asx_individual_period,0.188035947001647,0.1838958,0.20889464020729065,0.2950773239135742
electricity,96,336,2026,phase6_asx_individual_period,0.188035947001647,0.1839055,0.20889762043952942,0.295087605714798
electricity,96,720,2024,phase6_asx_individual_revin,0.22531779442543579,0.2167097,0.2510940730571747,0.3281450569629669
electricity,96,720,2025,phase6_asx_individual_revin,0.22531779442543579,0.2165959,0.2506526708602905,0.3274992108345032
electricity,96,720,2026,phase6_asx_individual_revin,0.22531779442543579,0.2166955,0.2505936026573181,0.3274131715297699
electricity,96,96,2024,phase6_asx_individual_period,0.17628383938105946,0.1715564,0.19458086788654327,0.27972081303596497
electricity,96,96,2025,phase6_asx_individual_period,0.17628383938105946,0.1716145,0.1947389543056488,0.2799956202507019
electricity,96,96,2026,phase6_asx_individual_period,0.17628383938105946,0.17133,0.19473148882389069,0.2799612879753113
traffic,720,192,2024,phase6_asx_period_multi,0.36285505532785717,0.3320817,0.3994016945362091,0.2805596888065338
traffic,720,192,2025,phase6_asx_period_multi,0.36285505532785717,0.3311872,0.4014856815338135,0.2818998694419861
traffic,720,192,2026,phase6_asx_period_multi,0.36285505532785717,0.3331082,0.400784432888031,0.281412810087204
traffic,720,336,2024,phase6_asx_period_multi,0.3755524785762341,0.3435222,0.41118118166923523,0.2854340672492981
traffic,720,336,2025,phase6_asx_period_multi,0.3755524785762341,0.344368,0.41248056292533875,0.2863863706588745
traffic,720,336,2026,phase6_asx_period_multi,0.3755524785762341,0.3421389,0.4121207296848297,0.28556740283966064
traffic,720,720,2024,phase6_asx_period_multi,0.42586511770666013,0.3862576,0.44880765676498413,0.304575651884079
traffic,720,720,2025,phase6_asx_period_multi,0.42586511770666013,0.3878688,0.44951847195625305,0.305437833070755
traffic,720,720,2026,phase6_asx_period_multi,0.42586511770666013,0.3860004,0.4459049105644226,0.30248335003852844
traffic,720,96,2024,phase6_asx_period_multi,0.35708718523223304,0.328648,0.38840001821517944,0.27804499864578247
traffic,720,96,2025,phase6_asx_period_multi,0.35708718523223304,0.3276741,0.38881412148475647,0.2781260013580322
traffic,720,96,2026,phase6_asx_period_multi,0.35708718523223304,0.3284358,0.38880425691604614,0.2785045802593231
traffic,96,192,2024,phase6_asx_cross_clip05,0.5100177656424528,0.4751379,0.5821307897567749,0.368257075548172
traffic,96,192,2025,phase6_asx_cross_clip05,0.5100177656424528,0.4784939,0.5854290723800659,0.3732813894748688
traffic,96,192,2026,phase6_asx_cross_clip05,0.5100177656424528,0.4774579,0.5845922827720642,0.36985960602760315
traffic,96,336,2024,phase6_asx_cross_clip05,0.5063424676298771,0.4737529,0.5851584076881409,0.3694363236427307
traffic,96,336,2025,phase6_asx_cross_clip05,0.5063424676298771,0.4822506,0.5946353673934937,0.3744029402732849
traffic,96,336,2026,phase6_asx_cross_clip05,0.5063424676298771,0.480038,0.5930649042129517,0.3736015856266022
traffic,96,720,2024,phase6_asx_cross_clip05,0.563541965864153,0.5261002,0.62223219871521,0.38454288244247437
traffic,96,720,2025,phase6_asx_cross_clip05,0.563541965864153,0.5257781,0.6219760775566101,0.38512811064720154
traffic,96,720,2026,phase6_asx_cross_clip05,0.563541965864153,0.5362713,0.6302362680435181,0.3957020342350006
traffic,96,96,2024,phase6_asx_cross_clip05,0.5534841158849717,0.5243974,0.6251271367073059,0.39242854714393616
traffic,96,96,2025,phase6_asx_cross_clip05,0.5534841158849717,0.5172989,0.6212499141693115,0.3947482407093048
traffic,96,96,2026,phase6_asx_cross_clip05,0.5534841158849717,0.5163624,0.6184327602386475,0.3895789086818695
weather,720,192,2024,phase6_asx_cross,0.5591618037907042,0.4331134,0.19675582647323608,0.2503316104412079
weather,720,192,2025,phase6_asx_cross,0.5591618037907042,0.4380059,0.1976100206375122,0.251370370388031
weather,720,192,2026,phase6_asx_cross,0.5591618037907042,0.4425148,0.19853681325912476,0.25117331743240356
weather,720,336,2024,phase6_asx_cross,0.6250268585844471,0.497157,0.24762137234210968,0.28849101066589355
weather,720,336,2025,phase6_asx_cross,0.6250268585844471,0.4993576,0.250132292509079,0.2906610369682312
weather,720,336,2026,phase6_asx_cross,0.6250268585844471,0.500709,0.2509799599647522,0.2910982668399811
weather,720,720,2024,phase6_asx_period_multi,0.7021208697962317,0.5889736,0.3134722411632538,0.3358619213104248
weather,720,720,2025,phase6_asx_period_multi,0.7021208697962317,0.5955095,0.3103782832622528,0.33450865745544434
weather,720,720,2026,phase6_asx_period_multi,0.7021208697962317,0.5894603,0.3156276345252991,0.33776235580444336
weather,720,96,2024,phase6_asx_individual_revin,0.5032645836861868,0.3813918,0.14773397147655487,0.20042157173156738
weather,720,96,2025,phase6_asx_individual_revin,0.5032645836861868,0.3816749,0.14806611835956573,0.20093192160129547
weather,720,96,2026,phase6_asx_individual_revin,0.5032645836861868,0.3813596,0.14775338768959045,0.20051971077919006
weather,96,192,2024,phase6_asx_individual_revin,0.6456998214622326,0.5280178,0.23165634274482727,0.27414053678512573
weather,96,192,2025,phase6_asx_individual_revin,0.6456998214622326,0.5286367,0.23158229887485504,0.2742977440357208
weather,96,192,2026,phase6_asx_individual_revin,0.6456998214622326,0.5282766,0.23240429162979126,0.2748643457889557
weather,96,336,2024,phase6_asx_individual_revin,0.730006549909671,0.6058378,0.28307709097862244,0.3083686828613281
weather,96,336,2025,phase6_asx_individual_revin,0.730006549909671,0.6052488,0.28311991691589355,0.3085204064846039
weather,96,336,2026,phase6_asx_individual_revin,0.730006549909671,0.6053928,0.28375622630119324,0.3089332580566406
weather,96,720,2024,phase6_asx_individual_revin,0.840249706381998,0.7241827,0.3566458225250244,0.3536166250705719
weather,96,720,2025,phase6_asx_individual_revin,0.840249706381998,0.7239635,0.35652434825897217,0.35357344150543213
weather,96,720,2026,phase6_asx_individual_revin,0.840249706381998,0.7240584,0.3569287955760956,0.3538047969341278
weather,96,96,2024,phase6_asx_individual_revin,0.580058670488031,0.4590514,0.18766464293003082,0.23957911133766174
weather,96,96,2025,phase6_asx_individual_revin,0.580058670488031,0.4590355,0.18737560510635376,0.23962171375751495
weather,96,96,2026,phase6_asx_individual_revin,0.580058670488031,0.4591661,0.18746379017829895,0.23956730961799622
