dataset,seq_len,pred_len,seed,selected_arm,val_score,val_mse,test_mse,test_mae
PEMS04,96,24,2025,phase6_asx_period_multi,0.1436339949917559,0.1435752,0.13858075439929962,0.25577595829963684
PEMS04,96,24,2026,phase6_asx_period_multi,0.1436339949917559,0.1437878,0.1389777809381485,0.25602856278419495
PEMS04,96,48,2024,phase6_asx_period_multi,0.26011656461096716,0.2664762,0.2524956464767456,0.35510727763175964
PEMS04,96,48,2025,phase6_asx_period_multi,0.26011656461096716,0.2542911,0.24852649867534637,0.35606756806373596
PEMS04,96,48,2026,phase6_asx_period_multi,0.26011656461096716,0.2554663,0.24858057498931885,0.3563288152217865
PEMS04,96,96,2024,phase6_asx_period_multi,0.4066841018650934,0.4054142,0.38105612993240356,0.45516225695610046
PEMS04,96,96,2025,phase6_asx_period_multi,0.4066841018650934,0.3975203,0.3764578402042389,0.4536394774913788
PEMS04,96,96,2026,phase6_asx_period_multi,0.4066841018650934,0.4125223,0.3869691491127014,0.4585348069667816
PEMS08,96,12,2024,phase6_asx_period_multi,0.10094645710504258,0.1007483,0.09138061851263046,0.1991003155708313
PEMS08,96,12,2025,phase6_asx_period_multi,0.10094645710504258,0.101418,0.09192845970392227,0.1998089700937271
PEMS08,96,12,2026,phase6_asx_period_multi,0.10094645710504258,0.1003397,0.09114204347133636,0.19906361401081085
PEMS08,96,24,2024,phase6_asx_period_multi,0.16108967574441194,0.1599329,0.14879661798477173,0.25756049156188965
PEMS08,96,24,2025,phase6_asx_period_multi,0.16108967574441194,0.1606928,0.1494908630847931,0.2572852373123169
PEMS08,96,24,2026,phase6_asx_period_multi,0.16108967574441194,0.1620023,0.15045814216136932,0.25838956236839294
PEMS08,96,48,2024,phase6_asx_period_multi,0.28646374314907563,0.2869812,0.29131969809532166,0.3804132342338562
PEMS08,96,48,2025,phase6_asx_period_multi,0.28646374314907563,0.285603,0.29100385308265686,0.3796611726284027
PEMS08,96,48,2026,phase6_asx_period_multi,0.28646374314907563,0.2863838,0.292147696018219,0.3798955976963043
PEMS08,96,96,2024,phase6_asx_cross,0.5252235854823409,0.5324049,0.5692159533500671,0.5484395027160645
PEMS08,96,96,2025,phase6_asx_cross,0.5252235854823409,0.5170019,0.6069746017456055,0.5747150778770447
PEMS08,96,96,2026,phase6_asx_cross,0.5252235854823409,0.5214058,0.5620196461677551,0.5441288352012634
electricity,720,192,2024,phase6_asx_period_multi,0.12783236382094135,0.1273319,0.1515727937221527,0.24858592450618744
electricity,720,192,2025,phase6_asx_period_multi,0.12783236382094135,0.1278046,0.1520444005727768,0.24930919706821442
electricity,720,192,2026,phase6_asx_period_multi,0.12783236382094135,0.1281182,0.15232089161872864,0.24984906613826752
electricity,720,336,2024,phase6_asx_period_multi,0.1426465952191768,0.1423885,0.1666792780160904,0.2638959586620331
electricity,720,336,2025,phase6_asx_period_multi,0.1426465952191768,0.1427664,0.1671222299337387,0.2640010118484497
electricity,720,336,2026,phase6_asx_period_multi,0.1426465952191768,0.1426651,0.16668222844600677,0.2639300525188446
electricity,720,720,2024,phase6_asx_period_multi,0.1743614975304649,0.1744358,0.20420873165130615,0.29386523365974426
electricity,720,720,2025,phase6_asx_period_multi,0.1743614975304649,0.1739698,0.20256029069423676,0.2927343547344208
electricity,720,720,2026,phase6_asx_period_multi,0.1743614975304649,0.1745014,0.20389817655086517,0.29469653964042664
electricity,720,96,2024,phase6_asx_period_multi,0.11653629836132075,0.1167483,0.1387719064950943,0.23894603550434113
electricity,720,96,2025,phase6_asx_period_multi,0.11653629836132075,0.1168167,0.1388411670923233,0.23893390595912933
electricity,720,96,2026,phase6_asx_period_multi,0.11653629836132075,0.1156391,0.13718169927597046,0.23702199757099152
electricity,96,192,2024,phase6_asx_individual_period,0.1698086410183416,0.1698394,0.19456540048122406,0.2810384929180145
electricity,96,192,2025,phase6_asx_individual_period,0.1698086410183416,0.1698118,0.19455565512180328,0.28106093406677246
electricity,96,192,2026,phase6_asx_individual_period,0.1698086410183416,0.169745,0.19456999003887177,0.28104832768440247
