arm,dataset,seq_len,pred_len,seed,status,val_mse,mse,mae,cut_freq,periods,exit_code,job_id,log_file,val_mae,val_mae_seg0,val_mae_seg1,val_mae_seg2,val_mae_seg3,val_mse_seg0,val_mse_seg1,val_mse_seg2,val_mse_seg3
phase6_asx_cross,PEMS08,96,96,2025,ok,0.5170019,0.6069746017456055,0.5747150778770447,49,24,0,28522688,logs/AsySpecX_phase6/phase6_asx_cross_PEMS08_sl96_pl96_sd2025.log,0.5028913,0.5000229,0.4857204,0.4858493,0.5399725,0.4500788,0.4813299,0.5035478,0.6330508
phase6_asx_cross,PEMS08,96,96,2026,ok,0.5214058,0.5620196461677551,0.5441288352012634,49,24,0,28522692,logs/AsySpecX_phase6/phase6_asx_cross_PEMS08_sl96_pl96_sd2026.log,0.5022138,0.4936796,0.480434,0.499576,0.5351654,0.4486541,0.4750431,0.524784,0.6371423
phase6_asx_cross,electricity,720,192,2024,ok,0.1315325,0.1563943773508072,0.25654134154319763,181,24+168,0,28522626,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl192_sd2024.log,0.2301649,0.216741,0.2194434,0.2402721,0.2442251,0.1286576,0.1204912,0.1420465,0.1351987
phase6_asx_cross,electricity,720,192,2025,ok,0.1314706,0.1563735157251358,0.25640037655830383,181,24+168,0,28522634,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl192_sd2025.log,0.2300577,0.2165464,0.2194265,0.2403899,0.24389,0.1285354,0.1205302,0.1421155,0.1349463
phase6_asx_cross,electricity,720,192,2026,ok,0.1316507,0.15638452768325806,0.2565271556377411,181,24+168,0,28522642,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl192_sd2026.log,0.2302089,0.2167533,0.2198259,0.2406444,0.2436342,0.1286599,0.1208758,0.1424455,0.1348776
phase6_asx_cross,electricity,720,336,2024,ok,0.1464436,0.171461284160614,0.2715785503387451,181,24+168,0,28522627,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl336_sd2024.log,0.2440866,0.2326783,0.2374314,0.2558803,0.2503763,0.1475063,0.1376084,0.1574517,0.1442171
phase6_asx_cross,electricity,720,336,2025,ok,0.1467331,0.17175833880901337,0.2716050148010254,181,24+168,0,28522635,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl336_sd2025.log,0.2440028,0.2326864,0.2361095,0.2555467,0.2516886,0.1477958,0.1372258,0.1569878,0.1455443
phase6_asx_cross,electricity,720,336,2026,ok,0.1466254,0.17153295874595642,0.27175217866897583,181,24+168,0,28522643,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl336_sd2026.log,0.2443801,0.2323906,0.2367641,0.2561276,0.2522591,0.1471284,0.1369285,0.1576651,0.145762
phase6_asx_cross,electricity,720,720,2024,ok,0.1787394,0.21007251739501953,0.30417343974113464,181,24+168,0,28522628,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl720_sd2024.log,0.2723121,0.2804898,0.260694,0.2761705,0.2718771,0.2068578,0.1625142,0.1768986,0.1694456
phase6_asx_cross,electricity,720,720,2025,ok,0.178537,0.2087242752313614,0.3030601441860199,181,24+168,0,28522636,logs/AsySpecX_phase6/phase6_asx_cross_electricity_sl720_pl720_sd2025.log,0.2721245,0.2801349,0.261321,0.2771868,0.2698383,0.2055273,0.1634039,0.1786412,0.1677867
