arm,dataset,seq_len,pred_len,seed,cut_freq,status,n_param,val_mse,real_sm_val_mse,delta_val_vs_real_sm,delta_val_vs_real_sm_pct,param_ratio_vs_dense,forecast_phase_basis_dim,forecast_phase_max,forecast_kernel_gate_mean,forecast_kernel_sm_gate_abs_max,forecast_kernel_phase_abs_mean,forecast_kernel_phase_abs_max,forecast_kernel_phase_rms,fixed_train_ratio_vs_real_sm,fixed_inference_ratio_vs_real_sm,fixed_peak_memory_ratio_vs_real_sm,strict_val_gain,parameter_ok,resource_ok,kernel_gate_ok,phase_active,eligible,job_id,summary_file
fk_sm4_ph4_h,weather,96,720,2026,13,ok,76018,0.6850928,0.6851097,-1.6900000000097393e-05,-0.002466758243258038,0.5496363136812575,4,1.5707963267948966,0.039369113743305206,0.9457927942276001,0.13199526071548462,0.5967373251914978,0.1728609949350357,1.044112698283828,1.0619607481095916,1.005562162243531,1,1,1,1,1,1,28808759,phase11_results/complex_screen/fk_sm4_ph4_h/weather/sl96_pl720_cf13_sd2026/run_summary.json
fk_sm4_ph2_q,weather,96,720,2026,13,ok,76002,0.6851062,0.6851097,-3.5000000000451337e-06,-0.0005108670918074765,0.5495206281723136,2,0.7853981633974483,0.03953942283987999,0.9455229043960571,0.08033528923988342,0.2792927324771881,0.10262664407491684,1.0477339680753357,1.0505123519303907,1.005520765907483,1,1,1,1,1,1,28808757,phase11_results/complex_screen/fk_sm4_ph2_q/weather/sl96_pl720_cf13_sd2026/run_summary.json
